   1.1442339652193463e+02	   5.7061302086507958e+03	
   1.1737835879892990e+02	   5.7195097437682625e+03	
   1.1911661501513403e+02	   5.7315512907067159e+03	
   1.2172392328320727e+02	   5.7422549279580799e+03	
   1.2380973670949152e+02	   5.7476067760182323e+03	
   1.2624323180150976e+02	   5.7583104067286031e+03	
   1.2780766101325288e+02	   5.7690140047340064e+03	
   1.3093639498108524e+02	   5.7783797192162929e+03	
   1.3319606306864250e+02	   5.7877454009936127e+03	
   1.3545573115619970e+02	   5.7971110827709317e+03	
   1.3858450660925001e+02	   5.8104906244293907e+03	
   1.4049656217310320e+02	   5.8211942355167812e+03	
   1.4258238942779343e+02	   5.8278840259689914e+03	
   1.4414680481113052e+02	   5.8372496815823370e+03	
   1.4658028607474282e+02	   5.8466153699006500e+03	
   1.4936136603365316e+02	   5.8533051865168336e+03	
   1.5144727625877931e+02	   5.8680226313213898e+03	
   1.5335933182263241e+02	   5.8787262424087803e+03	
   1.5579279925783874e+02	   5.8867539883350346e+03	
   1.5770482716487990e+02	   5.8947817146383095e+03	
   1.6013832225689816e+02	   5.9054853453486803e+03	
   1.6222417716840036e+02	   5.9148510205850052e+03	
   1.6431001825149659e+02	   5.9228787534292733e+03	
   1.6674352717192082e+02	   5.9349203265317019e+03	
   1.6900323674469598e+02	   5.9482998354851943e+03	
   1.7161055884117522e+02	   5.9603414151286161e+03	
   1.7352257291981041e+02	   5.9670311990398332e+03	
   1.7560841400290667e+02	   5.9750589318841003e+03	
   1.7765669479057411e+02	   5.9814757806754760e+03	
   1.7960347980146392e+02	   5.9889683313301266e+03	
   1.8196742749761057e+02	   5.9975312515968080e+03	
   1.8419232465291321e+02	   6.0060941666306935e+03	
   1.8711251876333506e+02	   6.0189385234831379e+03	
   1.8878122481798641e+02	   6.0285717714994908e+03	
   1.9170135255205960e+02	   6.0349940048700582e+03	
   1.9323103019131648e+02	   6.0467679554809092e+03	
   1.9476069676784857e+02	   6.0574715521781127e+03	
   1.9795899195995850e+02	   6.0703159194961472e+03	
   2.0004483857441710e+02	   6.0788788292972376e+03	
   2.0310408322568301e+02	   6.0917231913824771e+03	
   2.0518996302831596e+02	   6.1034971629245065e+03	
   2.0713673697648105e+02	   6.1099193596655114e+03	
   2.0908353305009561e+02	   6.1184822642338077e+03	
   2.1061315537572858e+02	   6.1249044452764265e+03	
   2.1255995144934317e+02	   6.1334673498447237e+03	
   2.1506296074905865e+02	   6.1431006292578450e+03	
   2.1826125594116851e+02	   6.1559449965758795e+03	
   2.2034711361835190e+02	   6.1655782602906156e+03	
   2.2215489233929682e+02	   6.1773522213670558e+03	
   2.2382356520577386e+02	   6.1837744076424697e+03	
   2.2521413699056276e+02	   6.1901965834522953e+03	
   2.2716094412690217e+02	   6.1998298419342373e+03	
   2.2938586340765437e+02	   6.2105334647954169e+03	
   2.3133265948126891e+02	   6.2190963693637141e+03	
   2.3355753451112201e+02	   6.2255185765703063e+03	
   2.3521021714619505e+02	   6.2319969558244156e+03	
   2.3752552121447272e+02	   6.2428878940217974e+03	
   2.3984081504972997e+02	   6.2527887548490580e+03	
   2.4241335238554862e+02	   6.2626896253569903e+03	
   2.4408553746940225e+02	   6.2725904619825733e+03	
   2.4665804410615962e+02	   6.2795211003801351e+03	
   2.4858749315661561e+02	   6.2914021014266364e+03	
   2.5167449702751625e+02	   6.2993228365556624e+03	
   2.5321805012806882e+02	   6.3082335909707890e+03	
   2.5527612092880540e+02	   6.3201145968576229e+03	
   2.5836318619782867e+02	   6.3339757962073854e+03	
   2.6067846980006550e+02	   6.3428865796645241e+03	
   2.6260787791843967e+02	   6.3508072712305329e+03	
   2.6479456023643667e+02	   6.3616982045875793e+03	
   2.6659541823567309e+02	   6.3765494329041139e+03	
   2.6903932358819065e+02	   6.3854602212015861e+03	
   2.7109736368986603e+02	   6.3943709949780532e+03	
   2.7276950784163790e+02	   6.4003115221231456e+03	
   2.7585654241159995e+02	   6.4112024893625403e+03	
   2.7714284177857058e+02	   6.4191231567268751e+03	
   2.7958675736410851e+02	   6.4290240223944693e+03	
   2.8164481793182466e+02	   6.4399149509111812e+03	
   2.8434598725094446e+02	   6.4508059036295717e+03	
   2.8614680431809927e+02	   6.4616968224656121e+03	
   2.8769037788469257e+02	   6.4725877316209844e+03	
   2.8949117448580660e+02	   6.4814984957167808e+03	
   2.9116333910361936e+02	   6.4894191776021216e+03	
   2.9257823975482978e+02	   6.4953596950665442e+03	
   2.9399313017301984e+02	   6.5003101351608439e+03	
   2.9553666280753146e+02	   6.5072407348357247e+03	
   2.9708022614110445e+02	   6.5171415666209741e+03	
   2.9965279417598435e+02	   6.5300126692392741e+03	
   3.0158219206133811e+02	   6.5369432834351592e+03	
   3.0364021169697264e+02	   6.5438739024713805e+03	
